Quarter Section,Tract,Land Use,KHE Land ID,Year 1 Issues,Repaired Year 1,Year 2 Issues,Repaired Year 2,Year 3 Issues,Repaired Year 3,Year 3 Current Recommendations,Year 3 Rationales,Year 3 PCEM Status,VEC,GIS,Topic
,BESK-0714.1,Hay,LAND ID 849,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
,BESK-0714.2,Hay,LAND ID 850,--,--,--,--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,MONITOR,,,
,BESK-0714.2,Hay,LAND ID 850,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
,BESK-0714.2,Hay,LAND ID 850,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NW 25-04-20 W2M,BESK-0715.0,Native prairie,LAND ID 851,Admixing,--,--,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 25-04-20 W2M,BESK-0715.0,Native prairie,LAND ID 851,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 25-04-20 W2M,BESK-0715.0,Native prairie,LAND ID 851,Weed concern,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
SW 25-04-20 W2M,BESK-0716.0,Cultivated,LAND ID 852,--,--,--,--,Compaction,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 25-04-20 W2M,BESK-0716.0,Cultivated,LAND ID 852,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
SW 25-04-20 W2M,BESK-0716.0,Cultivated,LAND ID 852,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SW 25-04-20 W2M,BESK-0716.0,Improved Pasture,LAND ID 853,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 25-04-20 W2M,BESK-0716.0,Improved Pasture,LAND ID 853,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 25-04-20 W2M,BESK-0717.0,Cultivated,LAND ID 854,--,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 30-04-19 W2M,BESK-0718.0,Cultivated,LAND ID 855,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 19-04-19 W2M,BESK-0719.0,Cultivated,LAND ID 856,Admixing,--,--,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 19-04-19 W2M,BESK-0719.0,Cultivated,LAND ID 856,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 19-04-19 W2M,BESK-0720.0,Cultivated,LAND ID 857,Admixing,--,--,--,Admixing_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 19-04-19 W2M,BESK-0720.0,Cultivated,LAND ID 857,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NW 18-04-19 W2M,BESK-0721.0,Cultivated,LAND ID 858,Admixing,--,--,--,Admixing_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 18-04-19 W2M,BESK-0721.0,Cultivated,LAND ID 858,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NW 18-04-19 W2M,BESK-0721.0,Cultivated,LAND ID 858,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SW 18-04-19 W2M,BESK-0722.0,Cultivated,LAND ID 859,--,--,Admixing_1,--,Admixing_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 18-04-19 W2M,BESK-0722.0,Cultivated,LAND ID 859,--,--,Compaction,--,Compaction,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
SW 18-04-19 W2M,BESK-0722.0,Cultivated,LAND ID 859,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
SE 18-04-19 W2M,BESK-0723.1,Cultivated,LAND ID 860,Admixing,--,--,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 18-04-19 W2M,BESK-0723.1,Cultivated,LAND ID 860,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
SE 18-04-19 W2M,BESK-0723.1,Cultivated,LAND ID 860,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 17-04-19 W2M,BESK-0724.1,Cultivated,LAND ID 861,Admixing,--,--,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 17-04-19 W2M,BESK-0724.1,Cultivated,LAND ID 861,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 08-04-19 W2M,BESK-0725.1,Cultivated,LAND ID 862,Admixing,--,--,--,Admixing_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 08-04-19 W2M,BESK-0725.1,Cultivated,LAND ID 862,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 08-04-19 W2M,BESK-0725.1,Cultivated,LAND ID 862,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 08-04-19 W2M,BESK-0726.1,Native prairie,LAND ID 863,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 08-04-19 W2M,BESK-0726.1,Native prairie,LAND ID 863,Weed concern,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NE 08-04-19 W2M,BESK-0726.1,Improved Pasture,LAND ID 864,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
,,,,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,,,,
NW 09-04-19 W2M,BESK-0727.1,Improved Pasture,LAND ID 865,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 09-04-19 W2M,BESK-0727.1,Improved Pasture,LAND ID 865,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 09-04-19 W2M,BESK-0727.1,Hay,LAND ID 866,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 09-04-19 W2M,BESK-0727.1,Hay,LAND ID 866,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 09-04-19 W2M,BESK-0727.1,Hay,LAND ID 866,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 09-04-19 W2M,BESK-0728.1,Hay,LAND ID 867,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 09-04-19 W2M,BESK-0728.1,Hay,LAND ID 867,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 09-04-19 W2M,BESK-0728.1,Cultivated,LAND ID 868,Contouring,--,--,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NE 09-04-19 W2M,BESK-0728.1,Cultivated,LAND ID 868,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NE 09-04-19 W2M,BESK-0728.1,Cultivated,LAND ID 868,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 10-04-19 W2M,BESK-0729.1,Native prairie,LAND ID 869,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 10-04-19 W2M,BESK-0729.1,Native prairie,LAND ID 869,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-04-19 W2M,BESK-0730.1,Native prairie,LAND ID 870,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-04-19 W2M,BESK-0730.1,Native prairie,LAND ID 870,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-04-19 W2M,BESK-0730.1,Improved Pasture,LAND ID 871,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-04-19 W2M,BESK-0730.1,Improved Pasture,LAND ID 871,--,--,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 11-04-19 W2M,BESK-0731.1,Cultivated,LAND ID 872,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 11-04-19 W2M,BESK-0731.1,Cultivated,LAND ID 872,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 11-04-19 W2M,BESK-0732.2,Cultivated,LAND ID 873,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 11-04-19 W2M,BESK-0732.3,Cultivated,LAND ID 874,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NW 12-04-19 W2M,BESK-0733.1,Cultivated,LAND ID 875,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 12-04-19 W2M,BESK-0733.1,Cultivated,LAND ID 875,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 12-04-19 W2M,BESK-0734.1,Cultivated,LAND ID 876,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-04-19 W2M,BESK-0734.1,Cultivated,LAND ID 876,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 07-04-18 W2M,BESK-0735.1,Cultivated,LAND ID 877,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NW 07-04-18 W2M,BESK-0735.1,Cultivated,LAND ID 877,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NE 07-04-18 W2M,BESK-0736.1,Cultivated,LAND ID 878,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 07-04-18 W2M,BESK-0736.1,Cultivated,LAND ID 878,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 08-04-18 W2M,BESK-0737.1,Cultivated,LAND ID 879,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 08-04-18 W2M,BESK-0738.1,Cultivated,LAND ID 880,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
SW 08-04-18 W2M,BESK-0738.1,Cultivated,LAND ID 880,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 05-04-18 W2M,BESK-0739.1,Cultivated,LAND ID 881,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 05-04-18 W2M,BESK-0739.1,Cultivated,LAND ID 881,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 05-04-18 W2M,BESK-0740.1,Hay,LAND ID 882,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
,,,,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,,,,
,,,,Weed concern,Issue Repaired,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,,,,
,,Improved Pasture,LAND ID 883,--,--,Contouring_1,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
,,Improved Pasture,LAND ID 883,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
,,Improved Pasture,LAND ID 883,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 32-03-18 W2M,BESK-0741.1,Native prairie,LAND ID 884,--,--,--,--,"Erosion (wind, water)_1",--,No Further Action Recommended,Cattle compounded issue.,RESOLVED,,,
NW 32-03-18 W2M,BESK-0741.1,Native prairie,LAND ID 884,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 32-03-18 W2M,BESK-0741.1,Native prairie,LAND ID 884,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 32-03-18 W2M,BESK-0742.1,Native prairie,LAND ID 885,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 32-03-18 W2M,BESK-0742.1,Native prairie,LAND ID 885,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 29-03-18 W2M,BESK-0743.2,Native prairie,LAND ID 886,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 29-03-18 W2M,BESK-0744.1,Native prairie,LAND ID 887,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 29-03-18 W2M,BESK-0744.1,Native prairie,LAND ID 887,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 20-03-18 W2M,BESK-0745.1,Native prairie,LAND ID 888,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 20-03-18 W2M,BESK-0745.1,Native prairie,LAND ID 888,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 20-03-18 W2M,BESK-0745.1,Native prairie,LAND ID 888,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 20-03-18 W2M,BESK-0746.1,Hay,LAND ID 889,--,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NW 17-03-18 W2M,BESK-0747.1,Native prairie,LAND ID 890,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 17-03-18 W2M,BESK-0747.1,Native prairie,LAND ID 890,--,--,Subsidence_1,Issue Repaired,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 17-03-18 W2M,BESK-0747.1,Native prairie,LAND ID 890,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 17-03-18 W2M,BESK-0747.1,Native prairie,LAND ID 890,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 17-03-18 W2M,BESK-0748.1,Hay,LAND ID 891,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 17-03-18 W2M,BESK-0748.1,Hay,LAND ID 891,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 08-03-18 W2M,BESK-0749.1,Hay,LAND ID 892,--,--,--,--,Subsidence_1,--,Monitor Year 5,Confirm conditions are stable.,MONITOR,,,
NW 08-03-18 W2M,BESK-0749.1,Hay,LAND ID 892,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NW 08-03-18 W2M,BESK-0749.1,Hay,LAND ID 892,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
SW 08-03-18 W2M,BESK-0750.1,Hay,LAND ID 893,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 08-03-18 W2M,BESK-0750.1,Hay,LAND ID 893,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SW 08-03-18 W2M,BESK-0750.1,Cultivated,LAND ID 894,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
